Accession_ID	Collection_date	Submission_date	Location	Clade	Pangolin	City
EPI_ISL_8526576	2021-07-16	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526578	2021-07-15	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526579	2021-07-15	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526585	2021-07-16	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526586	2021-07-15	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526602	2021-07-17	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526618	2021-07-16	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526619	2021-07-16	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526921	2021-07-18	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526922	2021-07-18	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526926	2021-07-22	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526927	2021-08-07	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526929	2021-08-06	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526930	2021-08-07	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526931	2021-08-07	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526932	2021-08-07	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526934	2021-08-08	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526935	2021-08-07	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526967	2021-07-25	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526968	2021-07-25	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526969	2021-07-25	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526980	2021-08-09	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526982	2021-08-08	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526984	2021-08-05	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526985	2021-08-09	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526986	2021-08-09	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526987	2021-08-09	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526988	2021-08-03	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526990	2021-07-30	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526991	2021-08-01	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526993	2021-07-31	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526994	2021-07-30	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526996	2021-07-30	2022-01-10	Africa / Senegal / Fatick	21I (Delta)	B.1.617.2	 Fatick
EPI_ISL_8526998	2021-08-01	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526999	2021-08-01	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527001	2021-07-29	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527021	2021-08-07	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527022	2021-08-02	2022-01-10	Africa / Senegal / Fatick	21I (Delta)	B.1.617.2	 Fatick
EPI_ISL_8527030	2021-08-09	2022-01-10	Africa / Senegal / Fatick	20A	B.1.617	 Fatick
EPI_ISL_8527034	2021-08-02	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527035	2021-08-01	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527043	2021-08-09	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527047	2021-08-02	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527053	2021-08-02	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527056	2021-08-02	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527057	2021-08-02	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527066	2021-08-10	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527068	2021-08-10	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527070	2021-08-09	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527071	2021-08-09	2022-01-10	Africa / Senegal / Fatick	20B	B.1.1	 Fatick
EPI_ISL_8527072	2021-08-10	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527073	2021-08-09	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527074	2021-08-09	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527075	2021-08-09	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527076	2021-08-08	2022-01-10	Africa / Senegal / Fatick	20A	B.1.617	 Fatick
EPI_ISL_8527077	2021-08-09	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527082	2021-08-10	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527087	2021-08-10	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527088	2021-08-10	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527089	2021-08-09	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527090	2021-08-08	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527091	2021-08-10	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527092	2021-08-10	2022-01-10	Africa / Senegal / Fatick	21I (Delta)	B.1.617.2	 Fatick
EPI_ISL_8527094	2021-08-10	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527096	2021-08-10	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527097	2021-08-05	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527099	2021-07-22	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527101	2021-07-24	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527104	2021-07-25	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527105	2021-07-26	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527106	2021-07-25	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1.1	 Fatick
EPI_ISL_8527107	2021-07-25	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527108	2021-07-24	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1.1	 Fatick
EPI_ISL_8527109	2021-07-25	2022-01-10	Africa / Senegal / Fatick	21I (Delta)	B.1.617.2	 Fatick
EPI_ISL_8527110	2021-07-24	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527112	2021-08-05	2022-01-10	Africa / Senegal / Fatick	21I (Delta)	B.1.617.2	 Fatick
EPI_ISL_8527113	2021-08-05	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527123	2021-08-06	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527128	2021-08-03	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527131	2021-08-04	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527132	2021-08-04	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527133	2021-08-04	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527134	2021-08-05	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527135	2021-08-05	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527136	2021-08-04	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527137	2021-08-05	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527140	2021-07-27	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527145	2021-07-27	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527148	2021-07-25	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527149	2021-07-26	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527151	2021-07-24	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527152	2021-07-25	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527153	2021-07-26	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527154	2021-07-25	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527157	2021-07-25	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527170	2021-07-29	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8527171	2021-07-29	2022-01-10	Africa / Senegal / Fatick	21I (Delta)	B.1.617.2	 Fatick
EPI_ISL_8527172	2021-07-29	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527173	2021-07-28	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527174	2021-07-29	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527175	2021-07-29	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8527176	2021-07-28	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8525603	2020-05-10	2022-01-10	Africa / Senegal / Kaffrine	20A	B.1.620	 Kaffrine
EPI_ISL_8526614	2021-07-16	2022-01-10	Africa / Senegal / Kaffrine	21J (Delta)	AY.34.1	 Kaffrine
EPI_ISL_8526616	2021-07-16	2022-01-10	Africa / Senegal / Kaffrine	21J (Delta)	AY.34	 Kaffrine
EPI_ISL_8526943	2021-07-24	2022-01-10	Africa / Senegal / Kaffrine	21J (Delta)	AY.34.1	 Kaffrine
EPI_ISL_8527018	2021-08-02	2022-01-10	Africa / Senegal / Kaffrine	21J (Delta)	AY.34	 Kaffrine
EPI_ISL_8527046	2021-08-09	2022-01-10	Africa / Senegal / Kaffrine	20A	B.1	 Kaffrine
EPI_ISL_8527162	2021-07-26	2022-01-10	Africa / Senegal / Kaffrine	21A (Delta)	B.1.617.2	 Kaffrine
EPI_ISL_8527163	2021-07-26	2022-01-10	Africa / Senegal / Kaffrine	21J (Delta)	AY.34.1.1	 Kaffrine
EPI_ISL_8525709	2020-05-16	2022-01-10	Africa / Senegal / Kaolack	20A	B.1.620	 Kaolack
EPI_ISL_8526037	2020-12-22	2022-01-10	Africa / Senegal / Kaolack	20B	B.1.1.420	 Kaolack
EPI_ISL_8526043	2020-12-22	2022-01-10	Africa / Senegal / Kaolack	20B	B.1.1.420	 Kaolack
EPI_ISL_8526101	2021-06-22	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526114	2021-06-24	2022-01-10	Africa / Senegal / Kaolack	21A (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8526124	2021-06-24	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526125	2021-06-24	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526195	2021-06-28	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526214	2021-06-30	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526449	2021-07-08	2022-01-10	Africa / Senegal / Kaolack	21A (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8526452	2021-07-08	2022-01-10	Africa / Senegal / Kaolack	21D (Eta)	B.1.525	 Kaolack
EPI_ISL_8526453	2021-07-07	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526467	2021-07-09	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526468	2021-07-09	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526476	2021-07-09	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526489	2021-07-09	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526491	2021-07-10	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526494	2021-07-11	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526495	2021-07-12	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526496	2021-07-12	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526497	2021-07-12	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526503	2021-07-12	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526505	2021-07-12	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526510	2021-07-12	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526620	2021-07-16	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526911	2021-07-18	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526912	2021-07-18	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526913	2021-07-19	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526914	2021-07-18	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526915	2021-07-19	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526917	2021-07-19	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8526918	2021-07-18	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526919	2021-07-18	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526920	2021-07-18	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526924	2021-07-19	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526925	2021-07-19	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8526938	2021-07-24	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526939	2021-07-24	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526940	2021-07-24	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526944	2021-07-24	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526945	2021-07-25	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526946	2021-07-25	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526947	2021-07-25	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526949	2021-07-24	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526950	2021-07-24	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526953	2021-07-24	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526955	2021-07-25	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526957	2021-07-25	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8526959	2021-07-25	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526962	2021-07-25	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526963	2021-07-25	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526970	2021-08-02	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526971	2021-08-01	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526972	2021-08-01	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526974	2021-08-01	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8526977	2021-08-02	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1.1	 Kaolack
EPI_ISL_8527005	2021-08-08	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527006	2021-08-09	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527007	2021-08-02	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8527010	2021-08-02	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527017	2021-08-02	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527020	2021-08-02	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527024	2021-08-09	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527025	2021-08-09	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527029	2021-08-09	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527036	2021-08-09	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527037	2021-08-09	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527038	2021-08-10	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527039	2021-08-10	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527041	2021-08-02	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527042	2021-08-02	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527058	2021-08-03	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527061	2021-08-03	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8527063	2021-08-03	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527065	2021-08-03	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8527080	2021-08-10	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527081	2021-08-10	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527083	2021-08-11	2022-01-10	Africa / Senegal / Kaolack	20A	B.1	 Kaolack
EPI_ISL_8527084	2021-08-11	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527085	2021-08-10	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527102	2021-07-26	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527111	2021-08-06	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527116	2021-08-06	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527117	2021-08-06	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8527119	2021-08-06	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8527120	2021-08-05	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527122	2021-08-05	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8527127	2021-08-06	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8527130	2021-08-06	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8527138	2021-07-27	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527139	2021-08-01	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1.1	 Kaolack
EPI_ISL_8527141	2021-07-27	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527142	2021-07-27	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8527144	2021-07-27	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527150	2021-07-26	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527159	2021-07-27	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527160	2021-07-26	2022-01-10	Africa / Senegal / Kaolack	21I (Delta)	B.1.617.2	 Kaolack
EPI_ISL_8527161	2021-07-27	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527164	2021-07-27	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527165	2021-07-27	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527166	2021-07-28	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527167	2021-07-27	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527169	2021-07-28	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527181	2021-07-29	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527182	2021-07-29	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527185	2021-07-06	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527186	2021-07-06	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8527187	2021-07-07	2022-01-10	Africa / Senegal / Kaolack	20B	B.1.1.318	 Kaolack
EPI_ISL_8527189	2021-07-07	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34.1	 Kaolack
EPI_ISL_8527191	2021-07-09	2022-01-10	Africa / Senegal / Kaolack	21J (Delta)	AY.34	 Kaolack
EPI_ISL_8525837	2020-08-15	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525838	2020-08-16	2022-01-10	Africa / Senegal / Kedougou	20B	B.1.1	 Kedougou
EPI_ISL_8525839	2020-08-15	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525840	2020-08-15	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525841	2020-08-15	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525844	2020-08-17	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525845	2020-08-17	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525846	2020-08-17	2022-01-10	Africa / Senegal / Kedougou	19B	A.21	 Kedougou
EPI_ISL_8525847	2020-08-17	2022-01-10	Africa / Senegal / Kedougou	20B	B.1.1.228	 Kedougou
